regione,provincia,comune,nome_canonico,tipo_30,tipo_10,files,n_record_aggregati
Emilia-Romagna,Modena,Modena,Azienda Ospedaliero - Universitaria Policlinico di Modena,"Ospedale (Pronto soccorso, ecc.)",settore sanitario,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Ferrara,Ferrara,Azienda Ospedaliero Universitaria di Ferrara,"Ospedale (Pronto soccorso, ecc.)",settore sanitario,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Liguria,,,DMPO Direzione Medica del Presidio Ospedaliero,"Ospedale (Pronto soccorso, ecc.)",settore sanitario,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Liguria,,,Ente Ospedaliero Ospedali Galliera,"Ospedale (Pronto soccorso, ecc.)",settore sanitario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Emilia-Romagna,,,Guardia Medica,"Ospedale (Pronto soccorso, ecc.)",settore sanitario,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Liguria,,,IRCCS Istituto Giannina Gaslini,"Ospedale (Pronto soccorso, ecc.)",settore sanitario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,,,IRCCS Ospedale Policlinico San Martino,"Ospedale (Pronto soccorso, ecc.)",settore sanitario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Toscana,,,Ospedale (Pronto Soccorso,"Ospedale (Pronto soccorso, ecc.)",settore sanitario,09_APUANE_2015 Protocollo Prefettura.txt,1
Liguria,,,Ospedale Evangelico Internazionale,"Ospedale (Pronto soccorso, ecc.)",settore sanitario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Emilia-Romagna,,,Ospedali,"Ospedale (Pronto soccorso, ecc.)",settore sanitario,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,,,Pronto Intervento 118,"Ospedale (Pronto soccorso, ecc.)",settore sanitario,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Ferrara,Ferrara,Pronto Soccorso Generale e Ostetrico-Ginecologico Ferrara,"Ospedale (Pronto soccorso, ecc.)",settore sanitario,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Liguria,Genova,Lavagna,Pronto Soccorso del presidio ospedaliero di Lavagna,"Ospedale (Pronto soccorso, ecc.)",settore sanitario,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Emilia-Romagna,,,Reparto Ostetricia,"Ospedale (Pronto soccorso, ecc.)",settore sanitario,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,,,Sanitari ospedalieri e del Distretto,"Ospedale (Pronto soccorso, ecc.)",settore sanitario,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Ferrara,Ferrara,Servizio 118 di Ferrara,"Ospedale (Pronto soccorso, ecc.)",settore sanitario,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Liguria,,,U.O. di Ostetricia e Ginecologia,"Ospedale (Pronto soccorso, ecc.)",settore sanitario,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Toscana,,,ARTI Servizi per il Lavoro di GR-LI,Servizi per l'impiego,Territorio,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,1
Emilia-Romagna,,,Centri per l'impiego,Servizi per l'impiego,Territorio,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
Toscana,Livorno,Livorno,Centro per l'Impiego di Livorno,Servizi per l'impiego,Territorio,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,1
Emilia-Romagna,,,Centro per l'impiego,Servizi per l'impiego,Territorio,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,,Sportello Lavoro,Servizi per l'impiego,Territorio,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,,,Sportello comunale per il lavoro,Servizi per l'impiego,Territorio,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
